Iteration	Alpha	Abs_Diff_Flows	Rel_Diff_Flows	QoPI	QoPI_Flow
 2307	       0.000000	       0.059600	       0.000000	      25.930900	       0.000700
 2308	       0.000000	       0.059600	       0.000000	      25.936200	       0.000700
 2309	       0.000000	       0.059600	       0.000000	      25.941500	       0.000700
 2310	       0.000000	       0.059700	       0.000000	      25.946800	       0.000700
 2311	       0.000000	       0.059700	       0.000000	      25.952000	       0.000700
 2312	       0.000000	       0.059700	       0.000000	      25.957300	       0.000700
 2313	       0.000000	       0.059700	       0.000000	      25.962500	       0.000700
 2314	       0.000000	       0.059700	       0.000000	      25.967700	       0.000700
 2315	       0.000000	       0.059700	       0.000000	      25.972900	       0.000700
 2316	       0.000000	       0.059700	       0.000000	      25.978100	       0.000700
 2317	       0.000000	       0.059700	       0.000000	      25.983300	       0.000700
 2318	       0.000000	       0.059700	       0.000000	      25.988500	       0.000700
 2319	       0.000000	       0.059700	       0.000000	      25.993700	       0.000700
 2320	       0.000000	       0.059700	       0.000000	      25.998800	       0.000700
 2321	       0.000000	       0.059700	       0.000000	      26.004000	       0.000700
 2322	       0.000000	       0.059700	       0.000000	      26.009100	       0.000700
 2323	       0.000000	       0.059700	       0.000000	      26.014300	       0.000700
 2324	       0.000000	       0.059700	       0.000000	      26.019400	       0.000700
 2325	       0.000000	       0.059700	       0.000000	      26.024500	       0.000700
 2326	       0.000000	       0.059700	       0.000000	      26.029600	       0.000700
 2327	       0.000000	       0.059700	       0.000000	      26.034700	       0.000700
 2328	       0.000000	       0.059700	       0.000000	      26.039700	       0.000700
 2329	       0.000000	       0.059700	       0.000000	      26.044800	       0.000700
 2330	       0.000000	       0.059700	       0.000000	      26.049800	       0.000700
 2331	       0.000000	       0.059700	       0.000000	      26.054900	       0.000700
 2332	       0.000000	       0.061700	       0.000000	      26.059900	       0.000700
 2333	       0.000000	       0.058800	       0.000000	      26.064800	       0.000700
 2334	       0.000000	       0.057400	       0.000000	      26.069600	       0.000700
 2335	       0.000000	       0.056700	       0.000000	      26.074400	       0.000700
 2336	       0.000000	       0.056400	       0.000000	      26.079100	       0.000700
 2337	       0.000000	       0.056200	       0.000000	      26.083800	       0.000700
 2338	       0.000000	       0.056100	       0.000000	      26.088400	       0.000700
 2339	       0.000000	       0.056100	       0.000000	      26.093100	       0.000700
 2340	       0.000000	       0.056100	       0.000000	      26.097700	       0.000700
 2341	       0.000000	       0.056100	       0.000000	      26.102300	       0.000700
 2342	       0.000000	       0.056100	       0.000000	      26.107000	       0.000700
 2343	       0.000000	       0.056100	       0.000000	      26.111600	       0.000700
 2344	       0.000000	       0.056100	       0.000000	      26.116200	       0.000700
 2345	       0.000000	       0.056100	       0.000000	      26.120800	       0.000700
 2346	       0.000000	       0.056100	       0.000000	      26.125300	       0.000700
 2347	       0.000000	       0.056100	       0.000000	      26.129900	       0.000700
 2348	       0.000000	       0.056100	       0.000000	      26.134500	       0.000700
 2349	       0.000000	       0.056100	       0.000000	      26.139000	       0.000700
 2350	       0.000000	       0.056100	       0.000000	      26.143600	       0.000700
 2351	       0.000000	       0.056100	       0.000000	      26.148100	       0.000700
 2352	       0.000000	       0.056100	       0.000000	      26.152600	       0.000700
 2353	       0.000000	       0.056100	       0.000000	      26.157100	       0.000700
 2354	       0.000000	       0.056100	       0.000000	      26.161600	       0.000700
 2355	       0.000000	       0.056100	       0.000000	      26.166100	       0.000700
 2356	       0.000000	       0.056100	       0.000000	      26.170600	       0.000700
 2357	       0.000000	       0.056100	       0.000000	      26.175100	       0.000700
 2358	       0.000000	       0.056100	       0.000000	      26.179600	       0.000700
 2359	       0.000000	       0.056100	       0.000000	      26.184000	       0.000700
 2360	       0.000000	       0.056200	       0.000000	      26.188500	       0.000700
 2361	       0.000000	       0.056200	       0.000000	      26.192900	       0.000700
 2362	       0.000000	       0.056200	       0.000000	      26.197300	       0.000700
 2363	       0.000000	       0.056200	       0.000000	      26.201800	       0.000700
 2364	       0.000000	       0.056200	       0.000000	      26.206200	       0.000700
 2365	       0.000000	       0.056200	       0.000000	      26.210600	       0.000700
 2366	       0.000000	       0.056200	       0.000000	      26.215000	       0.000700
 2367	       0.000000	       0.056200	       0.000000	      26.219400	       0.000700
 2368	       0.000000	       0.056200	       0.000000	      26.223700	       0.000700
 2369	       0.000000	       0.056200	       0.000000	      26.228100	       0.000700
 2370	       0.000000	       0.056200	       0.000000	      26.232400	       0.000700
 2371	       0.000000	       0.056200	       0.000000	      26.236800	       0.000700
 2372	       0.000000	       0.056200	       0.000000	      26.241100	       0.000700
 2373	       0.000000	       0.056200	       0.000000	      26.245400	       0.000700
 2374	       0.000000	       0.056200	       0.000000	      26.249800	       0.000800
 2375	       0.000000	       0.056200	       0.000000	      26.254100	       0.000800
 2376	       0.000000	       0.056200	       0.000000	      26.258400	       0.000800
 2377	       0.000000	       0.056200	       0.000000	      26.262700	       0.000800
 2378	       0.000000	       0.056200	       0.000000	      26.266900	       0.000800
 2379	       0.000000	       0.056200	       0.000000	      26.271200	       0.000800
 2380	       0.000000	       0.056200	       0.000000	      26.275500	       0.000800
 2381	       0.000000	       0.056200	       0.000000	      26.279700	       0.000800
 2382	       0.000000	       0.056200	       0.000000	      26.284000	       0.000800
 2383	       0.000000	       0.056200	       0.000000	      26.288200	       0.000800
 2384	       0.000000	       0.056200	       0.000000	      26.292400	       0.000800
 2385	       0.000000	       0.056200	       0.000000	      26.296600	       0.000800
 2386	       0.000000	       0.056200	       0.000000	      26.300800	       0.000800
 2387	       0.000000	       0.058200	       0.000000	      26.305000	       0.000800
 2388	       0.000000	       0.055300	       0.000000	      26.309100	       0.000800
 2389	       0.000000	       0.053900	       0.000000	      26.313100	       0.000800
 2390	       0.000000	       0.053200	       0.000000	      26.317100	       0.000800
 2391	       0.000000	       0.052900	       0.000000	      26.321000	       0.000800
 2392	       0.000000	       0.052700	       0.000000	      26.324900	       0.000800
 2393	       0.000000	       0.052600	       0.000000	      26.328800	       0.000800
 2394	       0.000000	       0.052600	       0.000000	      26.332600	       0.000800
 2395	       0.000000	       0.052600	       0.000000	      26.336500	       0.000800
 2396	       0.000000	       0.052600	       0.000000	      26.340300	       0.000800
 2397	       0.000000	       0.052600	       0.000000	      26.344200	       0.000800
 2398	       0.000000	       0.052600	       0.000000	      26.348000	       0.000800
 2399	       0.000000	       0.052600	       0.000000	      26.351800	       0.000800
 2400	       0.000000	       0.052600	       0.000000	      26.355600	       0.000800
 2401	       0.000000	       0.052600	       0.000000	      26.359400	       0.000800
 2402	       0.000000	       0.052600	       0.000000	      26.363200	       0.000800
 2403	       0.000000	       0.052600	       0.000000	      26.367000	       0.000800
 2404	       0.000000	       0.052600	       0.000000	      26.370800	       0.000800
 2405	       0.000000	       0.052600	       0.000000	      26.374600	       0.000800
 2406	       0.000000	       0.052600	       0.000000	      26.378400	       0.000800
 2407	       0.000000	       0.052600	       0.000000	      26.382100	       0.000800
 2408	       0.000000	       0.052600	       0.000000	      26.385900	       0.000800
 2409	       0.000000	       0.052600	       0.000000	      26.389600	       0.000800
 2410	       0.000000	       0.052600	       0.000000	      26.393300	       0.000800
 2411	       0.000000	       0.052600	       0.000000	      26.397100	       0.000800
 2412	       0.000000	       0.052600	       0.000000	      26.400800	       0.000800
 2413	       0.000000	       0.052600	       0.000000	      26.404500	       0.000800
 2414	       0.000000	       0.052600	       0.000000	      26.408200	       0.000800
 2415	       0.000000	       0.052600	       0.000000	      26.411900	       0.000800
 2416	       0.000000	       0.052600	       0.000000	      26.415600	       0.000800
 2417	       0.000000	       0.052600	       0.000000	      26.419300	       0.000800
 2418	       0.000000	       0.052600	       0.000000	      26.422900	       0.000800
 2419	       0.000000	       0.052600	       0.000000	      26.426600	       0.000800
 2420	       0.000000	       0.052600	       0.000000	      26.430200	       0.000800
 2421	       0.000000	       0.052600	       0.000000	      26.433900	       0.000800
 2422	       0.000000	       0.052600	       0.000000	      26.437500	       0.000800
 2423	       0.000000	       0.052600	       0.000000	      26.441200	       0.000800
 2424	       0.000000	       0.052600	       0.000000	      26.444800	       0.000800
 2425	       0.000000	       0.052600	       0.000000	      26.448400	       0.000800
 2426	       0.000000	       0.052600	       0.000000	      26.452000	       0.000800
 2427	       0.000000	       0.052600	       0.000000	      26.455600	       0.000800
 2428	       0.000000	       0.052600	       0.000000	      26.459200	       0.000800
 2429	       0.000000	       0.052600	       0.000000	      26.462800	       0.000800
 2430	       0.000000	       0.052700	       0.000000	      26.466400	       0.000800
 2431	       0.000000	       0.052700	       0.000000	      26.469900	       0.000800
 2432	       0.000000	       0.052700	       0.000000	      26.473500	       0.000800
 2433	       0.000000	       0.052700	       0.000000	      26.477000	       0.000800
 2434	       0.000000	       0.052700	       0.000000	      26.480600	       0.000800
 2435	       0.000000	       0.052700	       0.000000	      26.484100	       0.000800
 2436	       0.000000	       0.052700	       0.000000	      26.487600	       0.000800
 2437	       0.000000	       0.052700	       0.000000	      26.491200	       0.000800
 2438	       0.000000	       0.052700	       0.000000	      26.494700	       0.000800
 2439	       0.000000	       0.052700	       0.000000	      26.498200	       0.000800
 2440	       0.000000	       0.052700	       0.000000	      26.501700	       0.000800
 2441	       0.000000	       0.052700	       0.000000	      26.505200	       0.000800
 2442	       0.000000	       0.052700	       0.000000	      26.508600	       0.000800
 2443	       0.000000	       0.052700	       0.000000	      26.512100	       0.000800
 2444	       0.000000	       0.052700	       0.000000	      26.515600	       0.000800
 2445	       0.000000	       0.052700	       0.000000	      26.519000	       0.000800
 2446	       0.000000	       0.052700	       0.000000	      26.522500	       0.000800
 2447	       0.000000	       0.052700	       0.000000	      26.525900	       0.000800
 2448	       0.000000	       0.052700	       0.000000	      26.529400	       0.000800
 2449	       0.000000	       0.054700	       0.000000	      26.532800	       0.000800
 2450	       0.000000	       0.051700	       0.000000	      26.536200	       0.000800
 2451	       0.000000	       0.050300	       0.000000	      26.539400	       0.000800
 2452	       0.000000	       0.049700	       0.000000	      26.542600	       0.000800
 2453	       0.000000	       0.049300	       0.000000	      26.545800	       0.000800
 2454	       0.000000	       0.049200	       0.000000	      26.549000	       0.000800
 2455	       0.000000	       0.049100	       0.000000	      26.552100	       0.000800
 2456	       0.000000	       0.049000	       0.000000	      26.555300	       0.000800
 2457	       0.000000	       0.049000	       0.000000	      26.558400	       0.000800
 2458	       0.000000	       0.049000	       0.000000	      26.561500	       0.000800
 2459	       0.000000	       0.049000	       0.000000	      26.564600	       0.000800
 2460	       0.000000	       0.049000	       0.000000	      26.567700	       0.000800
 2461	       0.000000	       0.049000	       0.000000	      26.570900	       0.000800
 2462	       0.000000	       0.049000	       0.000000	      26.573900	       0.000800
 2463	       0.000000	       0.049000	       0.000000	      26.577000	       0.000800
 2464	       0.000000	       0.049000	       0.000000	      26.580100	       0.000800
 2465	       0.000000	       0.049000	       0.000000	      26.583200	       0.000800
 2466	       0.000000	       0.049000	       0.000000	      26.586300	       0.000800
 2467	       0.000000	       0.049000	       0.000000	      26.589300	       0.000800
 2468	       0.000000	       0.049000	       0.000000	      26.592400	       0.000800
 2469	       0.000000	       0.049000	       0.000000	      26.595500	       0.000800
 2470	       0.000000	       0.049000	       0.000000	      26.598500	       0.000800
 2471	       0.000000	       0.049000	       0.000000	      26.601500	       0.000800
 2472	       0.000000	       0.049100	       0.000000	      26.604600	       0.000800
 2473	       0.000000	       0.049100	       0.000000	      26.607600	       0.000800
 2474	       0.000000	       0.049100	       0.000000	      26.610600	       0.000800
 2475	       0.000000	       0.049100	       0.000000	      26.613600	       0.000800
 2476	       0.000000	       0.049100	       0.000000	      26.616600	       0.000800
 2477	       0.000000	       0.049100	       0.000000	      26.619600	       0.000800
 2478	       0.000000	       0.049100	       0.000000	      26.622600	       0.000800
 2479	       0.000000	       0.049100	       0.000000	      26.625600	       0.000800
 2480	       0.000000	       0.049100	       0.000000	      26.628600	       0.000800
 2481	       0.000000	       0.049100	       0.000000	      26.631600	       0.000800
 2482	       0.000000	       0.049100	       0.000000	      26.634500	       0.000800
 2483	       0.000000	       0.049100	       0.000000	      26.637500	       0.000800
 2484	       0.000000	       0.049100	       0.000000	      26.640400	       0.000800
 2485	       0.000000	       0.049100	       0.000000	      26.643400	       0.000800
 2486	       0.000000	       0.049100	       0.000000	      26.646300	       0.000800
 2487	       0.000000	       0.049100	       0.000000	      26.649300	       0.000800
 2488	       0.000000	       0.049100	       0.000000	      26.652200	       0.000800
 2489	       0.000000	       0.049100	       0.000000	      26.655100	       0.000800
 2490	       0.000000	       0.049100	       0.000000	      26.658000	       0.000800
 2491	       0.000000	       0.049100	       0.000000	      26.660900	       0.000800
 2492	       0.000000	       0.049100	       0.000000	      26.663800	       0.000800
 2493	       0.000000	       0.049100	       0.000000	      26.666700	       0.000800
 2494	       0.000000	       0.049100	       0.000000	      26.669600	       0.000800
 2495	       0.000000	       0.049100	       0.000000	      26.672500	       0.000800
 2496	       0.000000	       0.049100	       0.000000	      26.675400	       0.000800
 2497	       0.000000	       0.049100	       0.000000	      26.678200	       0.000800
 2498	       0.000000	       0.049100	       0.000000	      26.681100	       0.000800
 2499	       0.000000	       0.049100	       0.000000	      26.684000	       0.000800
 2500	       0.000000	       0.049100	       0.000000	      26.686800	       0.000800
 2501	       0.000000	       0.049100	       0.000000	      26.689700	       0.000800
 2502	       0.000000	       0.049100	       0.000000	      26.692500	       0.000800
 2503	       0.000000	       0.049100	       0.000000	      26.695300	       0.000800
 2504	       0.000000	       0.049100	       0.000000	      26.698100	       0.000800
 2505	       0.000000	       0.049100	       0.000000	      26.701000	       0.000800
 2506	       0.000000	       0.049100	       0.000000	      26.703800	       0.000800
 2507	       0.000000	       0.049100	       0.000000	      26.706600	       0.000800
 2508	       0.000000	       0.049100	       0.000000	      26.709400	       0.000800
 2509	       0.000000	       0.049100	       0.000000	      26.712200	       0.000800
 2510	       0.000000	       0.049100	       0.000000	      26.714900	       0.000800
 2511	       0.000000	       0.049100	       0.000000	      26.717700	       0.000800
 2512	       0.000000	       0.049100	       0.000000	      26.720500	       0.000800
 2513	       0.000000	       0.049100	       0.000000	      26.723200	       0.000800
 2514	       0.000000	       0.049100	       0.000000	      26.726000	       0.000800
 2515	       0.000000	       0.049100	       0.000000	      26.728800	       0.000800
 2516	       0.000000	       0.049100	       0.000000	      26.731500	       0.000800
 2517	       0.000000	       0.049100	       0.000000	      26.734200	       0.000800
 2518	       0.000000	       0.049100	       0.000000	      26.737000	       0.000800
 2519	       0.000000	       0.051100	       0.000000	      26.739700	       0.000800
 2520	       0.000000	       0.048200	       0.000000	      26.742400	       0.000800
 2521	       0.000000	       0.046800	       0.000000	      26.744900	       0.000800
 2522	       0.000000	       0.046100	       0.000000	      26.747500	       0.000800
 2523	       0.000000	       0.045800	       0.000000	      26.750000	       0.000800
 2524	       0.000000	       0.045600	       0.000000	      26.752500	       0.000800
 2525	       0.000000	       0.045500	       0.000000	      26.755000	       0.000800
 2526	       0.000000	       0.045500	       0.000000	      26.757500	       0.000800
 2527	       0.000000	       0.045500	       0.000000	      26.760000	       0.000800
 2528	       0.000000	       0.045500	       0.000000	      26.762400	       0.000800
 2529	       0.000000	       0.045500	       0.000000	      26.764900	       0.000800
 2530	       0.000000	       0.045500	       0.000000	      26.767400	       0.000800
 2531	       0.000000	       0.045500	       0.000000	      26.769800	       0.000800
 2532	       0.000000	       0.045500	       0.000000	      26.772300	       0.000800
 2533	       0.000000	       0.045500	       0.000000	      26.774700	       0.000800
 2534	       0.000000	       0.045500	       0.000000	      26.777100	       0.000800
 2535	       0.000000	       0.045500	       0.000000	      26.779600	       0.000800
 2536	       0.000000	       0.045500	       0.000000	      26.782000	       0.000800
 2537	       0.000000	       0.045500	       0.000000	      26.784400	       0.000800
 2538	       0.000000	       0.045500	       0.000000	      26.786800	       0.000800
 2539	       0.000000	       0.045500	       0.000000	      26.789300	       0.000800
 2540	       0.000000	       0.045500	       0.000000	      26.791700	       0.000800
 2541	       0.000000	       0.045500	       0.000000	      26.794100	       0.000800
 2542	       0.000000	       0.045500	       0.000000	      26.796500	       0.000800
 2543	       0.000000	       0.045500	       0.000000	      26.798900	       0.000800
 2544	       0.000000	       0.045500	       0.000000	      26.801200	       0.000800
 2545	       0.000000	       0.045500	       0.000000	      26.803600	       0.000800
 2546	       0.000000	       0.045500	       0.000000	      26.806000	       0.000800
 2547	       0.000000	       0.045500	       0.000000	      26.808400	       0.000800
 2548	       0.000000	       0.045500	       0.000000	      26.810700	       0.000800
 2549	       0.000000	       0.045500	       0.000000	      26.813100	       0.000800
 2550	       0.000000	       0.045500	       0.000000	      26.815400	       0.000800
 2551	       0.000000	       0.045500	       0.000000	      26.817800	       0.000800
 2552	       0.000000	       0.045500	       0.000000	      26.820100	       0.000800
 2553	       0.000000	       0.045500	       0.000000	      26.822400	       0.000800
 2554	       0.000000	       0.045500	       0.000000	      26.824800	       0.000800
 2555	       0.000000	       0.045500	       0.000000	      26.827100	       0.000800
 2556	       0.000000	       0.045500	       0.000000	      26.829400	       0.000800
 2557	       0.000000	       0.045500	       0.000000	      26.831700	       0.000800
 2558	       0.000000	       0.045500	       0.000000	      26.834000	       0.000800
 2559	       0.000000	       0.045500	       0.000000	      26.836300	       0.000800
 2560	       0.000000	       0.045500	       0.000000	      26.838600	       0.000800
 2561	       0.000000	       0.045500	       0.000000	      26.840900	       0.000800
 2562	       0.000000	       0.045500	       0.000000	      26.843200	       0.000800
 2563	       0.000000	       0.045500	       0.000000	      26.845500	       0.000800
 2564	       0.000000	       0.045500	       0.000000	      26.847800	       0.000800
 2565	       0.000000	       0.045500	       0.000000	      26.850100	       0.000800
 2566	       0.000000	       0.045500	       0.000000	      26.852300	       0.000800
 2567	       0.000000	       0.045500	       0.000000	      26.854600	       0.000800
 2568	       0.000000	       0.045500	       0.000000	      26.856800	       0.000800
 2569	       0.000000	       0.045500	       0.000000	      26.859100	       0.000800
 2570	       0.000000	       0.045500	       0.000000	      26.861300	       0.000800
 2571	       0.000000	       0.045500	       0.000000	      26.863600	       0.000800
 2572	       0.000000	       0.045500	       0.000000	      26.865800	       0.000800
 2573	       0.000000	       0.045500	       0.000000	      26.868000	       0.000800
 2574	       0.000000	       0.045500	       0.000000	      26.870300	       0.000800
 2575	       0.000000	       0.045600	       0.000000	      26.872500	       0.000800
 2576	       0.000000	       0.045600	       0.000000	      26.874700	       0.000800
 2577	       0.000000	       0.045600	       0.000000	      26.876900	       0.000800
 2578	       0.000000	       0.045600	       0.000000	      26.879100	       0.000800
 2579	       0.000000	       0.045600	       0.000000	      26.881300	       0.000800
 2580	       0.000000	       0.045600	       0.000000	      26.883500	       0.000800
 2581	       0.000000	       0.045600	       0.000000	      26.885700	       0.000800
 2582	       0.000000	       0.045600	       0.000000	      26.887800	       0.000800
 2583	       0.000000	       0.045600	       0.000000	      26.890000	       0.000800
 2584	       0.000000	       0.045600	       0.000000	      26.892200	       0.000800
 2585	       0.000000	       0.045600	       0.000000	      26.894400	       0.000800
 2586	       0.000000	       0.045600	       0.000000	      26.896500	       0.000800
 2587	       0.000000	       0.045600	       0.000000	      26.898700	       0.000800
 2588	       0.000000	       0.045600	       0.000000	      26.900800	       0.000800
 2589	       0.000000	       0.045600	       0.000000	      26.903000	       0.000800
 2590	       0.000000	       0.045600	       0.000000	      26.905100	       0.000800
 2591	       0.000000	       0.045600	       0.000000	      26.907200	       0.000800
 2592	       0.000000	       0.045600	       0.000000	      26.909400	       0.000800
 2593	       0.000000	       0.045600	       0.000000	      26.911500	       0.000800
 2594	       0.000000	       0.045600	       0.000000	      26.913600	       0.000800
 2595	       0.000000	       0.045600	       0.000000	      26.915700	       0.000800
 2596	       0.000000	       0.045600	       0.000000	      26.917800	       0.000800
 2597	       0.000000	       0.045600	       0.000000	      26.919900	       0.000800
 2598	       0.000000	       0.045600	       0.000000	      26.922000	       0.000800
 2599	       0.000000	       0.045600	       0.000000	      26.924100	       0.000800
 2600	       0.000000	       0.045600	       0.000000	      26.926200	       0.000800
 2601	       0.000000	       0.045600	       0.000000	      26.928300	       0.000800
 2602	       0.000000	       0.045600	       0.000000	      26.930300	       0.000800
 2603	       0.000000	       0.047600	       0.000000	      26.932400	       0.000800
 2604	       0.000000	       0.044600	       0.000000	      26.934400	       0.000800
 2605	       0.000000	       0.043300	       0.000000	      26.936400	       0.000800
 2606	       0.000000	       0.042600	       0.000000	      26.938300	       0.000800
 2607	       0.000000	       0.042300	       0.000000	      26.940200	       0.000800
 2608	       0.000000	       0.042100	       0.000000	      26.942100	       0.000800
 2609	       0.000000	       0.042000	       0.000000	      26.944000	       0.000800
 2610	       0.000000	       0.042000	       0.000000	      26.945900	       0.000800
 2611	       0.000000	       0.042000	       0.000000	      26.947700	       0.000800
 2612	       0.000000	       0.042000	       0.000000	      26.949600	       0.000800
 2613	       0.000000	       0.042000	       0.000000	      26.951400	       0.000800
 2614	       0.000000	       0.042000	       0.000000	      26.953300	       0.000800
 2615	       0.000000	       0.042000	       0.000000	      26.955200	       0.000800
 2616	       0.000000	       0.042000	       0.000000	      26.957000	       0.000800
 2617	       0.000000	       0.042000	       0.000000	      26.958800	       0.000800
 2618	       0.000000	       0.042000	       0.000000	      26.960700	       0.000800
 2619	       0.000000	       0.042000	       0.000000	      26.962500	       0.000800
 2620	       0.000000	       0.042000	       0.000000	      26.964300	       0.000800
 2621	       0.000000	       0.042000	       0.000000	      26.966200	       0.000800
 2622	       0.000000	       0.042000	       0.000000	      26.968000	       0.000800
 2623	       0.000000	       0.042000	       0.000000	      26.969800	       0.000800
 2624	       0.000000	       0.042000	       0.000000	      26.971600	       0.000800
 2625	       0.000000	       0.042000	       0.000000	      26.973400	       0.000800
 2626	       0.000000	       0.042000	       0.000000	      26.975200	       0.000800
 2627	       0.000000	       0.042000	       0.000000	      26.977000	       0.000800
 2628	       0.000000	       0.042000	       0.000000	      26.978800	       0.000800
 2629	       0.000000	       0.042000	       0.000000	      26.980600	       0.000800
 2630	       0.000000	       0.042000	       0.000000	      26.982400	       0.000800
 2631	       0.000000	       0.042000	       0.000000	      26.984200	       0.000800
 2632	       0.000000	       0.042000	       0.000000	      26.985900	       0.000800
 2633	       0.000000	       0.042000	       0.000000	      26.987700	       0.000800
 2634	       0.000000	       0.042000	       0.000000	      26.989500	       0.000800
 2635	       0.000000	       0.042000	       0.000000	      26.991300	       0.000800
 2636	       0.000000	       0.042000	       0.000000	      26.993000	       0.000800
 2637	       0.000000	       0.042000	       0.000000	      26.994800	       0.000800
 2638	       0.000000	       0.042000	       0.000000	      26.996500	       0.000800
 2639	       0.000000	       0.042000	       0.000000	      26.998300	       0.000800
 2640	       0.000000	       0.042000	       0.000000	      27.000000	       0.000800
 2641	       0.000000	       0.042000	       0.000000	      27.001700	       0.000800
 2642	       0.000000	       0.042000	       0.000000	      27.003500	       0.000800
 2643	       0.000000	       0.042000	       0.000000	      27.005200	       0.000800
 2644	       0.000000	       0.042000	       0.000000	      27.006900	       0.000800
 2645	       0.000000	       0.042000	       0.000000	      27.008700	       0.000800
 2646	       0.000000	       0.042000	       0.000000	      27.010400	       0.000800
 2647	       0.000000	       0.042000	       0.000000	      27.012100	       0.000800
 2648	       0.000000	       0.042000	       0.000000	      27.013800	       0.000800
 2649	       0.000000	       0.042000	       0.000000	      27.015500	       0.000800
 2650	       0.000000	       0.042000	       0.000000	      27.017200	       0.000800
 2651	       0.000000	       0.042000	       0.000000	      27.018900	       0.000800
 2652	       0.000000	       0.042000	       0.000000	      27.020600	       0.000800
 2653	       0.000000	       0.042000	       0.000000	      27.022300	       0.000800
 2654	       0.000000	       0.042000	       0.000000	      27.023900	       0.000800
 2655	       0.000000	       0.042000	       0.000000	      27.025600	       0.000800
 2656	       0.000000	       0.042000	       0.000000	      27.027300	       0.000800
 2657	       0.000000	       0.042000	       0.000000	      27.029000	       0.000800
 2658	       0.000000	       0.042000	       0.000000	      27.030600	       0.000800
 2659	       0.000000	       0.042000	       0.000000	      27.032300	       0.000800
 2660	       0.000000	       0.042000	       0.000000	      27.033900	       0.000800
 2661	       0.000000	       0.042000	       0.000000	      27.035600	       0.000800
 2662	       0.000000	       0.042000	       0.000000	      27.037200	       0.000800
 2663	       0.000000	       0.042000	       0.000000	      27.038900	       0.000800
 2664	       0.000000	       0.042000	       0.000000	      27.040500	       0.000800
 2665	       0.000000	       0.042000	       0.000000	      27.042200	       0.000800
 2666	       0.000000	       0.042000	       0.000000	      27.043800	       0.000800
 2667	       0.000000	       0.042000	       0.000000	      27.045400	       0.000800
 2668	       0.000000	       0.042000	       0.000000	      27.047000	       0.000800
 2669	       0.000000	       0.042000	       0.000000	      27.048700	       0.000800
 2670	       0.000000	       0.042000	       0.000000	      27.050300	       0.000800
 2671	       0.000000	       0.042000	       0.000000	      27.051900	       0.000800
 2672	       0.000000	       0.042000	       0.000000	      27.053500	       0.000800
 2673	       0.000000	       0.042000	       0.000000	      27.055100	       0.000800
 2674	       0.000000	       0.042000	       0.000000	      27.056700	       0.000800
 2675	       0.000000	       0.042000	       0.000000	      27.058300	       0.000800
 2676	       0.000000	       0.042000	       0.000000	      27.059900	       0.000800
 2677	       0.000000	       0.042000	       0.000000	      27.061500	       0.000800
 2678	       0.000000	       0.042000	       0.000000	      27.063000	       0.000800
 2679	       0.000000	       0.042000	       0.000000	      27.064600	       0.000800
 2680	       0.000000	       0.042000	       0.000000	      27.066200	       0.000800
 2681	       0.000000	       0.042000	       0.000000	      27.067800	       0.000800
 2682	       0.000000	       0.042000	       0.000000	      27.069300	       0.000800
 2683	       0.000000	       0.042000	       0.000000	      27.070900	       0.000800
 2684	       0.000000	       0.042000	       0.000000	      27.072400	       0.000800
 2685	       0.000000	       0.042000	       0.000000	      27.074000	       0.000800
 2686	       0.000000	       0.042000	       0.000000	      27.075500	       0.000800
 2687	       0.000000	       0.042000	       0.000000	      27.077100	       0.000800
 2688	       0.000000	       0.042000	       0.000000	      27.078600	       0.000800
 2689	       0.000000	       0.042000	       0.000000	      27.080100	       0.000800
 2690	       0.000000	       0.042000	       0.000000	      27.081700	       0.000800
 2691	       0.000000	       0.042100	       0.000000	      27.083200	       0.000800
 2692	       0.000000	       0.042100	       0.000000	      27.084700	       0.000800
 2693	       0.000000	       0.042100	       0.000000	      27.086200	       0.000800
 2694	       0.000000	       0.042100	       0.000000	      27.087800	       0.000800
 2695	       0.000000	       0.041100	       0.000000	      27.089300	       0.000800
 2696	       0.000000	       0.040600	       0.000000	      27.090800	       0.000800
 2697	       0.000000	       0.040300	       0.000000	      27.092200	       0.000800
 2698	       0.000000	       0.040200	       0.000000	      27.093700	       0.000800
 2699	       0.000000	       0.040200	       0.000000	      27.095200	       0.000800
 2700	       0.000000	       0.040100	       0.000000	      27.096600	       0.000800
 2701	       0.000000	       0.040100	       0.000000	      27.098100	       0.000800
 2702	       0.000000	       0.040100	       0.000000	      27.099500	       0.000800
 2703	       0.000000	       0.040100	       0.000000	      27.101000	       0.000800
 2704	       0.000000	       0.040100	       0.000000	      27.102400	       0.000800
 2705	       0.000000	       0.040100	       0.000000	      27.103800	       0.000800
 2706	       0.000000	       0.040100	       0.000000	      27.105300	       0.000800
 2707	       0.000000	       0.040100	       0.000000	      27.106700	       0.000800
 2708	       0.000000	       0.040100	       0.000000	      27.108100	       0.000800
 2709	       0.000000	       0.040100	       0.000000	      27.109500	       0.000800
 2710	       0.000000	       0.040100	       0.000000	      27.110900	       0.000800
 2711	       0.000000	       0.040100	       0.000000	      27.112400	       0.000800
 2712	       0.000000	       0.040100	       0.000000	      27.113800	       0.000800
 2713	       0.000000	       0.040100	       0.000000	      27.115200	       0.000800
 2714	       0.000000	       0.040100	       0.000000	      27.116600	       0.000800
 2715	       0.000000	       0.040100	       0.000000	      27.118000	       0.000800
 2716	       0.000000	       0.040100	       0.000000	      27.119300	       0.000800
